fecha,valor,completo_mediciones,completo_umbral
2019/08/30,0.00,100.0,100.0
2019/08/31,0.10,100.0,100.0
2019/09/01,0.00,100.0,100.0
2019/09/02,0.00,100.0,100.0
2019/09/03,0.00,100.0,100.0
2019/09/04,0.60,100.0,100.0
2019/09/05,0.00,100.0,100.0
2019/09/06,0.30,100.0,100.0
2019/09/07,0.00,100.0,100.0
2019/09/08,0.00,100.0,100.0
2019/09/09,0.20,100.0,100.0
2019/09/10,0.00,100.0,100.0
2019/09/11,0.20,100.0,100.0
2019/09/12,2.00,100.0,100.0
2019/09/13,2.60,100.0,100.0
2019/09/14,0.00,100.0,100.0
2019/09/15,0.20,100.0,100.0
2019/09/16,0.20,100.0,100.0
2019/09/17,0.00,100.0,100.0
2019/09/18,1.20,100.0,100.0
2019/09/19,10.90,99.7,100.0
2019/09/20,22.00,100.0,100.0
2019/09/21,0.00,100.0,100.0
2019/09/22,0.60,100.0,100.0
2019/09/23,0.50,100.0,100.0
2019/09/24,1.60,100.0,100.0
2019/09/25,0.00,100.0,100.0
2019/09/26,0.00,100.0,100.0
2019/09/27,0.00,100.0,100.0
2019/09/28,0.00,100.0,100.0
2019/09/29,2.10,100.0,100.0
2019/09/30,15.60,100.0,100.0
2019/10/01,0.70,100.0,100.0
2019/10/02,0.00,100.0,100.0
2019/10/03,5.40,100.0,100.0
2019/10/04,0.40,100.0,100.0
2019/10/05,0.00,100.0,100.0
2019/10/06,0.50,100.0,100.0
2019/10/07,1.20,100.0,100.0
2019/10/08,0.10,100.0,100.0
2019/10/09,0.30,100.0,100.0
2019/10/10,1.00,100.0,100.0
2019/10/11,0.00,100.0,100.0
2019/10/12,0.10,99.7,100.0
2019/10/13,0.60,100.0,100.0
2019/10/14,0.00,100.0,100.0
2019/10/15,0.60,100.0,100.0
2019/10/16,1.00,100.0,100.0
2019/10/17,0.00,100.0,100.0
2019/10/18,6.70,100.0,100.0
2019/10/19,3.10,100.0,100.0
2019/10/20,1.60,100.0,100.0
2019/10/21,1.10,100.0,100.0
2019/10/22,4.70,100.0,100.0
2019/10/23,28.00,100.0,100.0
2019/10/24,35.00,99.7,100.0
2019/10/25,7.50,100.0,100.0
2019/10/26,2.40,100.0,100.0
2019/10/27,5.60,100.0,100.0
2019/10/28,0.80,99.3,100.0
2019/10/29,0.00,100.0,100.0
2019/10/30,0.10,100.0,100.0
2019/10/31,0.00,100.0,100.0
2019/11/01,4.90,100.0,100.0
2019/11/02,14.60,100.0,100.0
2019/11/03,4.10,100.0,100.0
2019/11/04,0.40,100.0,100.0
2019/11/05,0.00,100.0,100.0
2019/11/06,0.20,100.0,100.0
2019/11/07,2.20,100.0,100.0
2019/11/08,0.00,100.0,100.0
2019/11/09,0.10,100.0,100.0
2019/11/10,6.80,100.0,100.0
2019/11/11,15.10,100.0,100.0
2019/11/12,16.80,100.0,100.0
2019/11/13,21.80,100.0,100.0
2019/11/14,3.60,100.0,100.0
2019/11/15,2.60,100.0,100.0
2019/11/16,0.40,100.0,100.0
2019/11/17,0.90,100.0,100.0
2019/11/18,20.50,100.0,100.0
2019/11/19,0.70,99.7,100.0
2019/11/20,11.20,100.0,100.0
2019/11/21,9.30,100.0,100.0
2019/11/22,0.10,100.0,100.0
2019/11/23,0.00,100.0,100.0
2019/11/24,6.50,100.0,100.0
2019/11/25,0.00,100.0,100.0
2019/11/26,0.50,100.0,100.0
2019/11/27,7.10,99.7,100.0
2019/11/28,3.50,100.0,100.0
2019/11/29,0.00,100.0,100.0
2019/11/30,0.10,100.0,100.0
2019/12/01,3.90,100.0,100.0
2019/12/02,0.30,99.7,100.0
2019/12/03,8.30,100.0,100.0
2019/12/04,1.20,100.0,100.0
2019/12/05,19.20,100.0,100.0
2019/12/06,2.70,100.0,100.0
2019/12/07,2.10,100.0,100.0
2019/12/08,13.10,100.0,100.0
2019/12/09,0.10,100.0,100.0
2019/12/10,5.80,100.0,100.0
2019/12/11,3.00,100.0,100.0
2019/12/12,6.20,99.7,100.0
2019/12/13,0.00,100.0,100.0
2019/12/14,0.10,100.0,100.0
2019/12/15,0.50,100.0,100.0
2019/12/16,0.00,100.0,100.0
2019/12/17,2.80,100.0,100.0
2019/12/18,0.00,100.0,100.0
2019/12/19,0.80,100.0,100.0
2019/12/20,0.90,100.0,100.0
2019/12/21,3.60,100.0,100.0
2019/12/22,5.90,100.0,100.0
2019/12/23,10.00,100.0,100.0
2019/12/24,0.60,100.0,100.0
2019/12/25,0.20,100.0,100.0
2019/12/26,1.80,100.0,100.0
2019/12/27,3.90,100.0,100.0
2019/12/28,1.80,100.0,100.0
2019/12/29,0.00,100.0,100.0
2019/12/30,1.50,100.0,100.0
2019/12/31,11.00,100.0,100.0
2020/01/01,16.10,100.0,100.0
2020/01/02,5.80,100.0,100.0
2020/01/03,2.00,100.0,100.0
2020/01/04,0.10,100.0,100.0
2020/01/05,1.30,100.0,100.0
2020/01/06,4.40,100.0,100.0
2020/01/07,0.10,100.0,100.0
2020/01/08,0.00,100.0,100.0
2020/01/09,0.00,100.0,100.0
2020/01/10,0.00,100.0,100.0
2020/01/11,0.90,100.0,100.0
2020/01/12,1.50,100.0,100.0
2020/01/13,2.00,100.0,100.0
2020/01/14,0.00,100.0,100.0
2020/01/15,0.10,100.0,100.0
2020/01/16,0.00,100.0,100.0
2020/01/17,5.50,99.7,100.0
2020/01/18,3.90,100.0,100.0
2020/01/19,2.00,100.0,100.0
2020/01/20,1.20,100.0,100.0
2020/01/21,20.50,100.0,100.0
2020/01/22,4.40,100.0,100.0
2020/01/23,2.30,100.0,100.0
2020/01/24,12.10,100.0,100.0
2020/01/25,13.30,100.0,100.0
2020/01/26,1.70,100.0,100.0
2020/01/27,0.00,100.0,100.0
2020/01/28,4.20,99.7,100.0
2020/01/29,4.50,100.0,100.0
2020/01/30,0.00,100.0,100.0
2020/01/31,0.30,100.0,100.0
2020/02/01,10.20,100.0,100.0
2020/02/02,0.30,100.0,100.0
2020/02/03,0.10,100.0,100.0
2020/02/04,0.00,100.0,100.0
2020/02/05,0.00,100.0,100.0
2020/02/06,0.00,100.0,100.0
2020/02/07,0.00,100.0,100.0
2020/02/08,0.10,100.0,100.0
2020/02/09,0.00,100.0,100.0
2020/02/10,0.00,99.7,100.0
2020/02/11,0.00,100.0,100.0
2020/02/12,0.10,100.0,100.0
2020/02/13,0.00,100.0,100.0
2020/02/14,0.00,100.0,100.0
2020/02/15,0.00,100.0,100.0
2020/02/16,0.00,100.0,100.0
2020/02/17,0.30,100.0,100.0
2020/02/18,2.80,100.0,100.0
2020/02/19,3.70,100.0,100.0
2020/02/20,0.30,100.0,100.0
2020/02/21,12.70,99.3,100.0
2020/02/22,6.00,100.0,100.0
2020/02/23,0.00,100.0,100.0
2020/02/24,1.70,100.0,100.0
2020/02/25,1.10,100.0,100.0
2020/02/26,17.00,100.0,100.0
2020/02/27,7.50,100.0,100.0
2020/02/28,5.90,100.0,100.0
2020/02/29,0.00,100.0,100.0
2020/03/01,0.00,100.0,100.0
2020/03/02,0.10,100.0,100.0
2020/03/03,0.20,100.0,100.0
2020/03/04,1.20,99.3,100.0
2020/03/05,2.60,100.0,100.0
2020/03/06,3.20,99.7,100.0
2020/03/07,1.00,100.0,100.0
2020/03/08,0.00,100.0,100.0
2020/03/09,0.00,100.0,100.0
2020/03/10,0.00,100.0,100.0
2020/03/11,0.30,100.0,100.0
2020/03/12,0.00,100.0,100.0
2020/03/13,15.10,100.0,100.0
2020/03/14,1.80,100.0,100.0
2020/03/15,0.00,100.0,100.0
2020/03/16,0.80,100.0,100.0
2020/03/17,31.50,100.0,100.0
2020/03/18,0.10,100.0,100.0
2020/03/19,0.00,100.0,100.0
2020/03/20,0.10,99.7,100.0
2020/03/21,0.00,100.0,100.0
2020/03/22,0.10,100.0,100.0
2020/03/23,0.30,100.0,100.0
2020/03/24,0.10,100.0,100.0
2020/03/25,0.00,100.0,100.0
2020/03/26,0.00,100.0,100.0
2020/03/27,0.30,100.0,100.0
2020/03/28,3.10,100.0,100.0
2020/03/29,0.60,100.0,100.0
2020/03/30,16.80,100.0,100.0
2020/03/31,8.10,100.0,100.0
2020/04/01,6.90,100.0,100.0
2020/04/02,0.70,100.0,100.0
2020/04/03,0.60,100.0,100.0
2020/04/04,0.00,100.0,100.0
2020/04/05,0.00,100.0,100.0
2020/04/06,8.10,100.0,100.0
2020/04/07,20.50,100.0,100.0
2020/04/08,0.30,100.0,100.0
2020/04/09,0.20,100.0,100.0
2020/04/10,0.00,100.0,100.0
2020/04/11,9.00,100.0,100.0
2020/04/12,0.00,100.0,100.0
2020/04/13,1.40,99.7,100.0
2020/04/14,9.80,99.7,100.0
2020/04/15,35.30,100.0,100.0
2020/04/16,0.80,100.0,100.0
2020/04/17,0.00,100.0,100.0
2020/04/18,0.10,100.0,100.0
2020/04/19,0.00,100.0,100.0
2020/04/20,0.00,100.0,100.0
2020/04/21,0.00,100.0,100.0
2020/04/22,0.00,100.0,100.0
2020/04/23,0.00,100.0,100.0
2020/04/24,1.90,99.7,100.0
2020/04/25,0.40,100.0,100.0
2020/04/26,0.00,100.0,100.0
2020/04/27,0.10,100.0,100.0
2020/04/28,0.50,100.0,100.0
2020/04/29,0.00,100.0,100.0
2020/04/30,0.10,100.0,100.0
2020/05/01,7.70,100.0,100.0
2020/05/02,1.90,100.0,100.0
2020/05/03,0.30,100.0,100.0
2020/05/04,0.60,100.0,100.0
2020/05/05,3.90,100.0,100.0
2020/05/06,0.60,100.0,100.0
2020/05/07,3.40,100.0,100.0
2020/05/08,3.40,100.0,100.0
2020/05/09,5.20,100.0,100.0
2020/05/10,0.00,100.0,100.0
2020/05/11,0.50,100.0,100.0
2020/05/12,8.00,100.0,100.0
2020/05/13,11.40,100.0,100.0
2020/05/14,0.10,100.0,100.0
2020/05/15,0.60,100.0,100.0
2020/05/16,4.50,100.0,100.0
2020/05/17,0.00,100.0,100.0
2020/05/18,9.40,100.0,100.0
2020/05/19,1.70,100.0,100.0
2020/05/20,0.80,100.0,100.0
2020/05/21,0.20,100.0,100.0
2020/05/22,0.00,100.0,100.0
2020/05/23,0.60,100.0,100.0
2020/05/24,1.00,100.0,100.0
2020/05/25,9.10,99.7,100.0
2020/05/26,6.90,100.0,100.0
2020/05/27,3.20,99.7,100.0
2020/05/28,0.00,100.0,100.0
2020/05/29,5.90,100.0,100.0
2020/05/30,3.60,100.0,100.0
2020/05/31,1.50,100.0,100.0
2020/06/01,0.70,100.0,100.0
2020/06/02,0.80,100.0,100.0
2020/06/03,5.20,100.0,100.0
2020/06/04,0.00,100.0,100.0
2020/06/05,6.90,100.0,100.0
2020/06/06,0.00,100.0,100.0
2020/06/07,0.30,100.0,100.0
2020/06/08,0.00,100.0,100.0
2020/06/09,0.00,100.0,100.0
2020/06/10,0.10,100.0,100.0
2020/06/11,0.00,100.0,100.0
2020/06/12,0.90,100.0,100.0
2020/06/13,0.90,100.0,100.0
2020/06/14,13.00,100.0,100.0
2020/06/15,6.20,100.0,100.0
2020/06/16,4.90,100.0,100.0
2020/06/17,1.10,100.0,100.0
2020/06/18,10.20,99.7,100.0
2020/06/19,13.10,100.0,100.0
2020/06/20,22.80,100.0,100.0
2020/06/21,17.80,100.0,100.0
2020/06/22,4.50,100.0,100.0
2020/06/23,6.60,99.7,100.0
2020/06/24,0.00,100.0,100.0
2020/06/25,2.00,99.7,100.0
2020/06/26,11.50,100.0,100.0
2020/06/27,9.10,100.0,100.0
2020/06/28,1.80,100.0,100.0
2020/06/29,0.70,100.0,100.0
2020/06/30,0.00,100.0,100.0
2020/07/01,0.50,100.0,100.0
2020/07/02,5.20,100.0,100.0
2020/07/03,5.80,100.0,100.0
2020/07/04,2.60,100.0,100.0
2020/07/05,0.30,100.0,100.0
2020/07/06,5.00,100.0,100.0
2020/07/07,0.00,100.0,100.0
2020/07/08,3.00,100.0,100.0
2020/07/09,0.60,100.0,100.0
2020/07/10,0.90,100.0,100.0
2020/07/11,0.00,100.0,100.0
2020/07/12,6.30,100.0,100.0
2020/07/13,26.60,100.0,100.0
2020/07/14,25.50,100.0,100.0
2020/07/15,22.40,100.0,100.0
2020/07/16,0.50,100.0,100.0
2020/07/17,0.00,100.0,100.0
2020/07/18,3.60,100.0,100.0
2020/07/19,22.40,100.0,100.0
2020/07/20,15.70,100.0,100.0
2020/07/21,8.30,100.0,100.0
2020/07/22,0.30,100.0,100.0
2020/07/23,0.00,100.0,100.0
2020/07/24,0.80,100.0,100.0
2020/07/25,1.10,100.0,100.0
2020/07/26,8.20,100.0,100.0
2020/07/27,9.20,100.0,100.0
2020/07/28,0.90,100.0,100.0
2020/07/29,11.80,100.0,100.0
2020/07/30,6.10,100.0,100.0
2020/07/31,12.70,100.0,100.0
2020/08/01,2.90,100.0,100.0
2020/08/02,1.00,100.0,100.0
2020/08/03,0.10,100.0,100.0
2020/08/04,0.00,100.0,100.0
2020/08/05,0.10,100.0,100.0
2020/08/06,1.20,100.0,100.0
2020/08/07,5.00,100.0,100.0
2020/08/08,2.20,100.0,100.0
2020/08/09,0.30,100.0,100.0
2020/08/10,0.00,100.0,100.0
2020/08/11,0.00,100.0,100.0
2020/08/12,0.00,100.0,100.0
2020/08/13,0.00,100.0,100.0
2020/08/14,12.30,100.0,100.0
2020/08/15,3.30,100.0,100.0
2020/08/16,0.00,100.0,100.0
2020/08/17,0.00,100.0,100.0
2020/08/18,1.70,100.0,100.0
2020/08/19,7.50,100.0,100.0
2020/08/20,17.30,100.0,100.0
2020/08/21,29.00,100.0,100.0
2020/08/22,0.00,100.0,100.0
2020/08/23,0.00,100.0,100.0
2020/08/24,0.00,100.0,100.0
2020/08/25,0.00,100.0,100.0
2020/08/26,0.00,100.0,100.0
2020/08/27,2.10,100.0,100.0
2020/08/28,9.00,100.0,100.0
2020/08/29,1.00,100.0,100.0
2020/08/30,0.00,100.0,100.0
2020/08/31,0.10,100.0,100.0
2020/09/01,3.00,100.0,100.0
2020/09/02,0.00,100.0,100.0
2020/09/03,0.00,100.0,100.0
2020/09/04,7.90,100.0,100.0
2020/09/05,30.20,100.0,100.0
2020/09/06,0.50,100.0,100.0
2020/09/07,2.80,100.0,100.0
2020/09/08,0.20,100.0,100.0
2020/09/09,0.10,100.0,100.0
2020/09/10,0.10,100.0,100.0
2020/09/11,0.00,100.0,100.0
2020/09/12,0.00,100.0,100.0
2020/09/13,3.60,100.0,100.0
2020/09/14,1.90,100.0,100.0
2020/09/15,2.50,100.0,100.0
2020/09/16,0.20,100.0,100.0
2020/09/17,0.10,100.0,100.0
2020/09/18,8.30,100.0,100.0
2020/09/19,1.30,100.0,100.0
2020/09/20,0.30,100.0,100.0
2020/09/21,0.00,100.0,100.0
2020/09/22,0.40,100.0,100.0
2020/09/23,3.70,100.0,100.0
2020/09/24,15.10,100.0,100.0
2020/09/25,14.20,100.0,100.0
2020/09/26,0.00,100.0,100.0
2020/09/27,3.50,100.0,100.0
2020/09/28,1.00,100.0,100.0
2020/09/29,0.90,100.0,100.0
2020/09/30,0.90,100.0,100.0
2020/10/01,0.00,100.0,100.0
2020/10/02,0.10,100.0,100.0
2020/10/03,0.90,100.0,100.0
2020/10/04,2.50,100.0,100.0
2020/10/05,0.00,100.0,100.0
2020/10/06,0.50,100.0,100.0
2020/10/07,15.90,100.0,100.0
2020/10/08,1.00,100.0,100.0
2020/10/09,0.80,100.0,100.0
2020/10/10,0.00,100.0,100.0
2020/10/11,0.00,100.0,100.0
2020/10/12,0.30,100.0,100.0
2020/10/13,0.20,100.0,100.0
2020/10/14,0.00,100.0,100.0
2020/10/15,0.00,100.0,100.0
2020/10/16,3.80,100.0,100.0
2020/10/17,1.60,100.0,100.0
2020/10/18,0.00,100.0,100.0
2020/10/19,2.70,100.0,100.0
2020/10/20,2.80,100.0,100.0
2020/10/21,2.50,100.0,100.0
2020/10/22,0.50,100.0,100.0
2020/10/23,0.00,100.0,100.0
2020/10/24,2.30,100.0,100.0
2020/10/25,0.30,100.0,100.0
2020/10/26,0.00,100.0,100.0
2020/10/27,0.00,100.0,100.0
2020/10/28,1.80,100.0,100.0
2020/10/29,0.30,100.0,100.0
2020/10/30,2.20,100.0,100.0
2020/10/31,0.00,100.0,100.0
2020/11/01,0.00,100.0,100.0
2020/11/02,0.00,100.0,100.0
2020/11/03,0.00,100.0,100.0
2020/11/04,0.00,100.0,100.0
2020/11/05,0.00,100.0,100.0
2020/11/06,0.00,100.0,100.0
2020/11/07,0.00,100.0,100.0
2020/11/08,0.00,100.0,100.0
2020/11/09,1.00,100.0,100.0
2020/11/10,29.60,100.0,100.0
2020/11/11,0.10,100.0,100.0
2020/11/12,0.00,100.0,100.0
2020/11/13,1.70,100.0,100.0
2020/11/14,2.70,100.0,100.0
2020/11/15,0.50,100.0,100.0
2020/11/16,0.00,100.0,100.0
2020/11/17,18.70,100.0,100.0
2020/11/18,17.80,100.0,100.0
2020/11/19,10.90,100.0,100.0
2020/11/20,36.90,100.0,100.0
2020/11/21,18.70,100.0,100.0
2020/11/22,2.10,100.0,100.0
2020/11/23,2.30,100.0,100.0
2020/11/24,0.50,100.0,100.0
2020/11/25,0.00,100.0,100.0
2020/11/26,23.90,100.0,100.0
2020/11/27,5.70,100.0,100.0
2020/11/28,9.80,100.0,100.0
2020/11/29,0.30,100.0,100.0
2020/11/30,0.00,100.0,100.0
2020/12/01,0.70,100.0,100.0
2020/12/02,15.30,100.0,100.0
2020/12/03,16.40,100.0,100.0
2020/12/04,4.30,100.0,100.0
2020/12/05,2.70,100.0,100.0
2020/12/06,6.20,100.0,100.0
2020/12/07,1.50,100.0,100.0
2020/12/08,0.00,100.0,100.0
2020/12/09,0.00,100.0,100.0
2020/12/10,0.00,100.0,100.0
2020/12/11,4.90,100.0,100.0
2020/12/12,0.90,100.0,100.0
2020/12/13,0.10,100.0,100.0
2020/12/14,0.20,100.0,100.0
2020/12/15,0.10,100.0,100.0
2020/12/16,0.00,100.0,100.0
2020/12/17,3.10,100.0,100.0
2020/12/18,3.40,100.0,100.0
2020/12/19,0.00,100.0,100.0
2020/12/20,0.10,100.0,100.0
2020/12/21,0.10,100.0,100.0
2020/12/22,0.20,100.0,100.0
2020/12/23,0.00,100.0,100.0
2020/12/24,1.00,100.0,100.0
2020/12/25,26.50,100.0,100.0
2020/12/26,8.20,100.0,100.0
2020/12/27,0.00,100.0,100.0
2020/12/28,5.00,100.0,100.0
2020/12/29,4.50,100.0,100.0
2020/12/30,1.50,100.0,100.0
2020/12/31,0.00,100.0,100.0
2021/01/01,0.30,100.0,100.0
2021/01/02,7.60,100.0,100.0
2021/01/03,6.20,100.0,100.0
2021/01/04,12.80,100.0,100.0
2021/01/05,19.60,100.0,100.0
2021/01/06,4.00,100.0,100.0
2021/01/07,0.10,100.0,100.0
2021/01/08,0.10,100.0,100.0
2021/01/09,0.40,100.0,100.0
2021/01/10,6.70,100.0,100.0
2021/01/11,18.30,100.0,100.0
2021/01/12,7.70,100.0,100.0
2021/01/13,2.10,100.0,100.0
2021/01/14,0.80,100.0,100.0
2021/01/15,0.00,100.0,100.0
2021/01/16,0.10,100.0,100.0
2021/01/17,0.00,100.0,100.0
2021/01/18,1.10,100.0,100.0
2021/01/19,0.00,100.0,100.0
2021/01/20,0.30,100.0,100.0
2021/01/21,0.10,100.0,100.0
2021/01/22,5.60,100.0,100.0
2021/01/23,2.30,100.0,100.0
2021/01/24,6.10,100.0,100.0
2021/01/25,1.00,100.0,100.0
2021/01/26,7.20,100.0,100.0
2021/01/27,2.40,100.0,100.0
2021/01/28,2.40,100.0,100.0
2021/01/29,12.90,100.0,100.0
2021/01/30,0.40,100.0,100.0
2021/01/31,0.00,100.0,100.0
2021/02/01,0.50,100.0,100.0
2021/02/02,0.80,100.0,100.0
2021/02/03,0.20,100.0,100.0
2021/02/04,0.30,100.0,100.0
2021/02/05,2.20,100.0,100.0
2021/02/06,0.00,100.0,100.0
2021/02/07,0.00,100.0,100.0
2021/02/08,1.10,100.0,100.0
2021/02/09,24.80,100.0,100.0
2021/02/10,0.40,100.0,100.0
2021/02/11,0.00,100.0,100.0
2021/02/12,0.00,100.0,100.0
2021/02/13,0.00,100.0,100.0
2021/02/14,1.20,100.0,100.0
2021/02/15,3.20,100.0,100.0
2021/02/16,29.50,100.0,100.0
2021/02/17,4.20,100.0,100.0
2021/02/18,2.00,100.0,100.0
2021/02/19,24.40,100.0,100.0
2021/02/20,9.80,100.0,100.0
2021/02/21,14.50,100.0,100.0
2021/02/22,0.70,100.0,100.0
2021/02/23,0.20,100.0,100.0
2021/02/24,2.80,100.0,100.0
2021/02/25,8.70,100.0,100.0
2021/02/26,0.90,100.0,100.0
2021/02/27,1.00,100.0,100.0
2021/02/28,9.00,100.0,100.0
2021/03/01,6.90,100.0,100.0
2021/03/02,29.00,100.0,100.0
2021/03/03,16.10,100.0,100.0
2021/03/04,11.80,100.0,100.0
2021/03/05,9.00,100.0,100.0
2021/03/06,0.60,100.0,100.0
2021/03/07,0.10,100.0,100.0
2021/03/08,1.00,100.0,100.0
2021/03/09,0.70,100.0,100.0
2021/03/10,18.80,100.0,100.0
2021/03/11,9.60,100.0,100.0
2021/03/12,18.70,100.0,100.0
2021/03/13,16.10,100.0,100.0
2021/03/14,8.70,100.0,100.0
2021/03/15,5.40,100.0,100.0
2021/03/16,15.20,100.0,100.0
2021/03/17,7.50,100.0,100.0
2021/03/18,17.20,100.0,100.0
2021/03/19,24.10,100.0,100.0
2021/03/20,5.90,100.0,100.0
2021/03/21,0.10,100.0,100.0
2021/03/22,2.10,100.0,100.0
2021/03/23,18.60,100.0,100.0
2021/03/24,2.40,100.0,100.0
2021/03/25,0.80,100.0,100.0
2021/03/26,0.00,100.0,100.0
2021/03/27,0.00,100.0,100.0
2021/03/28,0.00,100.0,100.0
2021/03/29,4.40,100.0,100.0
2021/03/30,5.50,100.0,100.0
2021/03/31,0.80,100.0,100.0
2021/04/01,0.10,100.0,100.0
2021/04/02,0.30,100.0,100.0
2021/04/03,5.60,100.0,100.0
2021/04/04,,57.3,54.2
2021/04/05,,0.0,0.0
2021/04/06,,0.0,0.0
2021/04/07,,0.0,0.0
2021/04/08,,0.0,0.0
2021/04/09,,0.0,0.0
2021/04/10,,0.0,0.0
2021/04/11,,0.0,0.0
2021/04/12,,0.0,0.0
2021/04/13,,0.0,0.0
2021/04/14,,0.0,0.0
2021/04/15,,0.0,0.0
2021/04/16,,0.0,0.0
2021/04/17,,0.0,0.0
2021/04/18,,0.0,0.0
2021/04/19,,0.0,0.0
2021/04/20,,0.0,0.0
2021/04/21,,0.0,0.0
2021/04/22,,0.0,0.0
2021/04/23,,0.0,0.0
2021/04/24,,0.0,0.0
2021/04/25,,0.0,0.0
2021/04/26,,0.0,0.0
2021/04/27,,58.0,54.2
2021/04/28,30.60,100.0,100.0
2021/04/29,1.10,100.0,100.0
2021/04/30,31.90,100.0,100.0
2021/05/01,8.10,100.0,100.0
2021/05/02,17.00,100.0,100.0
2021/05/03,12.30,100.0,100.0
2021/05/04,9.90,100.0,100.0
2021/05/05,0.10,100.0,100.0
2021/05/06,8.10,100.0,100.0
2021/05/07,3.00,100.0,100.0
2021/05/08,0.80,100.0,100.0
2021/05/09,0.60,100.0,100.0
2021/05/10,4.50,100.0,100.0
2021/05/11,7.00,100.0,100.0
2021/05/12,2.00,100.0,100.0
2021/05/13,0.30,100.0,100.0
2021/05/14,9.90,100.0,100.0
2021/05/15,10.00,100.0,100.0
2021/05/16,3.20,100.0,100.0
2021/05/17,11.10,100.0,100.0
2021/05/18,8.20,100.0,100.0
2021/05/19,0.00,100.0,100.0
2021/05/20,0.00,100.0,100.0
2021/05/21,3.70,100.0,100.0
2021/05/22,3.30,100.0,100.0
2021/05/23,7.10,100.0,100.0
2021/05/24,6.30,100.0,100.0
2021/05/25,1.90,100.0,100.0
2021/05/26,0.00,100.0,100.0
2021/05/27,0.30,100.0,100.0
2021/05/28,0.00,100.0,100.0
2021/05/29,0.10,100.0,100.0
2021/05/30,14.10,100.0,100.0
2021/05/31,0.00,100.0,100.0
2021/06/01,0.00,100.0,100.0
2021/06/02,0.00,100.0,100.0
2021/06/03,0.40,100.0,100.0
2021/06/04,1.50,100.0,100.0
2021/06/05,0.50,100.0,100.0
2021/06/06,9.30,100.0,100.0
2021/06/07,3.60,100.0,100.0
2021/06/08,1.90,100.0,100.0
2021/06/09,0.00,100.0,100.0
2021/06/10,0.00,100.0,100.0
2021/06/11,0.00,100.0,100.0
2021/06/12,0.00,100.0,100.0
2021/06/13,25.10,100.0,100.0
2021/06/14,1.50,100.0,100.0
2021/06/15,9.40,100.0,100.0
2021/06/16,0.00,100.0,100.0
2021/06/17,0.00,100.0,100.0
2021/06/18,3.40,100.0,100.0
2021/06/19,18.70,100.0,100.0
2021/06/20,24.50,100.0,100.0
2021/06/21,9.40,100.0,100.0
2021/06/22,2.70,100.0,100.0
2021/06/23,3.80,100.0,100.0
2021/06/24,0.00,100.0,100.0
2021/06/25,2.80,100.0,100.0
2021/06/26,3.50,100.0,100.0
2021/06/27,0.70,100.0,100.0
2021/06/28,1.50,100.0,100.0
2021/06/29,0.60,100.0,100.0
2021/06/30,25.70,100.0,100.0
2021/07/01,17.70,100.0,100.0
2021/07/02,2.20,100.0,100.0
2021/07/03,3.50,100.0,100.0
2021/07/04,0.90,100.0,100.0
2021/07/05,0.00,100.0,100.0
2021/07/06,0.60,100.0,100.0
2021/07/07,0.00,100.0,100.0
2021/07/08,2.40,100.0,100.0
2021/07/09,5.70,100.0,100.0
2021/07/10,3.60,100.0,100.0
2021/07/11,6.70,100.0,100.0
2021/07/12,0.50,100.0,100.0
2021/07/13,0.40,100.0,100.0
2021/07/14,0.00,100.0,100.0
2021/07/15,0.50,100.0,100.0
2021/07/16,2.40,100.0,100.0
2021/07/17,5.80,100.0,100.0
2021/07/18,50.30,100.0,100.0
2021/07/19,38.80,100.0,100.0
2021/07/20,4.30,100.0,100.0
2021/07/21,8.60,100.0,100.0
2021/07/22,18.30,100.0,100.0
2021/07/23,15.30,100.0,100.0
2021/07/24,0.90,100.0,100.0
2021/07/25,0.00,100.0,100.0
2021/07/26,1.60,100.0,100.0
2021/07/27,2.90,100.0,100.0
2021/07/28,0.00,100.0,100.0
2021/07/29,0.00,100.0,100.0
2021/07/30,0.00,100.0,100.0
2021/07/31,0.00,100.0,100.0
2021/08/01,3.70,100.0,100.0
2021/08/02,10.40,100.0,100.0
2021/08/03,1.30,100.0,100.0
2021/08/04,0.00,100.0,100.0
2021/08/05,0.00,100.0,100.0
2021/08/06,0.00,100.0,100.0
2021/08/07,0.00,100.0,100.0
2021/08/08,0.00,100.0,100.0
2021/08/09,0.30,100.0,100.0
2021/08/10,4.40,100.0,100.0
2021/08/11,7.20,100.0,100.0
2021/08/12,4.90,100.0,100.0
2021/08/13,2.70,100.0,100.0
2021/08/14,0.00,100.0,100.0
2021/08/15,2.10,100.0,100.0
2021/08/16,7.50,100.0,100.0
2021/08/17,4.20,100.0,100.0
2021/08/18,1.80,100.0,100.0
2021/08/19,0.30,100.0,100.0
2021/08/20,0.10,100.0,100.0
2021/08/21,0.10,100.0,100.0
2021/08/22,4.50,100.0,100.0
2021/08/23,2.60,100.0,100.0
2021/08/24,0.30,100.0,100.0
2021/08/25,0.10,100.0,100.0
2021/08/26,1.20,100.0,100.0
2021/08/27,9.30,100.0,100.0
2021/08/28,2.60,100.0,100.0
2021/08/29,1.20,100.0,100.0
2021/08/30,1.00,100.0,100.0
2021/08/31,2.30,100.0,100.0
2021/09/01,0.00,100.0,100.0
2021/09/02,9.90,100.0,100.0
2021/09/03,5.50,100.0,100.0
2021/09/04,1.40,100.0,100.0
2021/09/05,1.60,100.0,100.0
2021/09/06,52.70,100.0,100.0
